Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение
3038,"Аккумулятор Sonnenschein A512/40 A для ИБП (GEL, 40Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3039,"Аккумулятор Sonnenschein A512/40 G6 для ИБП (GEL, 40Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3041,"Аккумулятор WBR GP 12400 (AGM, 40Ah)",,КА-00004141,,"Аккумуляторная батарея CSB GP 12400 12V/40Ah, Вьетнам/Китай",GP12400,no,0.85,sig,КА-00004141,agree
3043,"Аккумулятор Восток PRO СК-1240 (AGM, 40Ah)",4702,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,,new
3045,"Аккумулятор Sprinter P12V875 (AGM, 40Ah)",,КА-00004140,,Аккумуляторная батарея SPRINTER P12V875 (Португалия),SPRINTERP12V875,yes,0.95,sig+brand,КА-00004140,agree
3047,"Аккумулятор Fiamm 12FGL42 (AGM, 42Ah)",,КА-00003990,,Аккумулятор свинцовый FIAMM 12FGL42 (12V 42ah)/Китай,FIAMM12FGL42,yes,0.95,sig+brand,КА-00003990,agree
3053,"Аккумулятор Delta HRL 12-211W (AGM, 45Ah)",,КА-00002055,,Аккумуляторная батарея Delta HRL 12-211W (12V / 45Ah),DELTAHRL12211W,yes,0.95,sig+brand,КА-00002055,agree
3054,"Аккумулятор Delta HRL 12-45 (AGM, 45Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
3055,"Аккумулятор Leoch DJM 1245 (AGM, 45Ah)",4649,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",1245AGM45AH,no,0.95,sig,,new
3056,"Аккумулятор MNB MM 45-12 (AGM, 45Ah)",4656,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
3059,"Аккумулятор Delta CT 1205 (AGM, 5Ah)",4622,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3060,"Аккумулятор Delta DTM 1205 (AGM, 5Ah)",,КА-00002535,,"Аккумуляторная батарея DTM 1205 Delta, 38U522P /Вьетнам/",DTM1205,yes,0.6,sig+brand+generic,КА-00002535,agree
3061,"Аккумулятор Delta HR 12-21W (AGM, 5Ah)",,КА-00003375,,Аккумулятор Delta HR 1221 W F2 /Китай,DELTAHR1221W,yes,0.95,sig+brand,КА-00000258,differ
3062,"Аккумулятор Delta HR 12-5 (AGM, 5Ah)",,КА-00006962,,Аккумуляторная батарея Delta HR 12-5.8 /Китай/,DELTAHR125,yes,0.95,sig+brand,КА-00002103,differ
3063,"Аккумулятор Fiamm 12FGH23 (AGM, 5Ah)",,КА-00001063,,"Аккумуляторная батарея FIAMM 12FGH 23 12V 5 Ah slim, Вьетнам",FIAMM12FGH23,yes,0.95,sig+brand,КА-00001063,agree
3065,"Аккумулятор Fiamm 12FGHL22 (AGM, 5Ah)",4634,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3067,"Аккумулятор General Security GS 5-12 F2 (AGM, 5Ah)",4637,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3068,"Аккумулятор General Security GSL 5-12 F2 (AGM, 5Ah)",4637,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3069,"Аккумулятор MNB HR 1221W F2 (AGM, 5Ah)",4656,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3070,"Аккумулятор WBR HR 1221W F2 (AGM, 50Ah)",4690,КА-00002074,,Аккумулятор CSB HR 1221W F2 (12V/5Ah),HR1221WF2,no,0.6,sig+generic,,new
3071,"Аккумулятор Yuasa NPH 5-12 (AGM, 5Ah)",4697,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3072,"Аккумулятор Восток PRO СК-1205 (AGM, 5Ah)",4702,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
3073,"Аккумулятор WBR HR 1224W (AGM, 6Ah)",,КА-00003347,,Аккумуляторная батарея HR-1224W F2 Slim 12V/6Ah,HR1224W,no,0.6,sig+generic,КА-00003347,agree
3074,"Аккумулятор Leoch DJW 12-5.4 F1 (AGM, 5.4Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
3077,"Аккумулятор Delta HR 12-5.8 (AGM, 5.8Ah)",,КА-00006962,,Аккумуляторная батарея Delta HR 12-5.8 /Китай/,DELTAHR125,yes,0.95,sig+brand,КА-00002480,differ
3078,"Аккумулятор Delta FTS 12-50 (AGM, 50Ah)",,КА-00006758,,Аккумуляторная батарея Delta FTS 12-50 X /Китай/,DELTAFTS1250,yes,0.95,sig+brand,КА-00006758,agree
3081,"Аккумулятор Sonnenschein A412/50 A для ИБП (GEL, 50Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA41250,yes,0.95,sig+brand,КА-00002667,differ
3082,"Аккумулятор Sonnenschein A412/50 F10 для ИБП (GEL, 50Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA41250,yes,0.95,sig+brand,КА-00002667,differ
3084,"Аккумулятор Sonnenschein A412/50 G6 для ИБП (GEL, 50Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA41250,yes,0.95,sig+brand,КА-00002667,differ
3090,"Аккумулятор Delta DTM 1255 L (AGM, 55Ah)",,КА-00002130,,Аккумуляторная батарея Delta DTM 1255 L,DELTADTM1255L,yes,0.95,sig+brand,КА-00002130,agree
3091,"Аккумулятор Delta HRL 12-260W (AGM, 55Ah)",,КА-00005338,,Аккумуляторная батарея HRL 12-260W (VENTURA) /Вьетнам/,HRL12260W,yes,0.95,sig+brand,КА-00000259,differ
3092,"Аккумулятор Delta HRL 12-55 (AGM, 55Ah)",,КА-00005563,,Аккумулятор Delta HRL 12-55 X(12V 55A)/ Китай,DELTAHRL1255,yes,0.95,sig+brand,КА-00005563,agree
3093,"Аккумулятор Fiamm 12FGL55 (AGM, 55Ah)",,КА-00001855,,Fiamm 12FGL55 аккумуляторная батарея,FIAMM12FGL55,yes,0.95,sig+brand,КА-00001855,agree
3100,"Аккумулятор Sonnenschein A512/55 A для ИБП (GEL, 55Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3104,"Аккумулятор Sprinter XP12V1800 (AGM, 56Ah)",,ФР-00001954,,Аккумуляторная батарея Sprinter XP 12V1800 (Sprinter P 12V1220) c аксесуарами/ Португалия,SPRINTERXP12V1800,yes,0.95,sig+brand,ФР-00001954,agree
3105,"Аккумулятор Marathon M12V60FT (AGM, 59Ah)",4652,КА-00003893,,Аккумуляторная батарея MARATHON M 12V 60 FT/Германия,M12V60FT,no,0.85,sig,,new
3106,"Аккумулятор Marathon M12V60FT V0 (AGM, 60Ah)",4652,КА-00003893,,Аккумуляторная батарея MARATHON M 12V 60 FT/Германия,M12V60FT,no,0.85,sig,,new
3109,"Аккумулятор Delta DT 606 (AGM, 6Ah)",,ФР-00000902,,"Аккумуляторная батарея Delta DT 606 6В 6Ач Страна ввоза: РФ, Страна изготовитель: Китай.",DELTADT606,yes,0.95,sig+brand,КА-00004088,differ
3110,"Аккумулятор Delta HR 12-24W (AGM, 6Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ
3112,"Аккумулятор CSB HR1224W F2F1 (AGM, 6.2Ah)",,КА-00003347,,Аккумуляторная батарея HR-1224W F2 Slim 12V/6Ah,HR1224W,no,0.6,sig+generic,КА-00003347,agree
3118,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",,КА-00003848,,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",FIAMM12FIT60AGM,yes,0.95,sig+brand,КА-00003848,agree
3120,"Аккумулятор Leoch DJM 1260 (AGM, 60Ah)",4649,КА-00003848,,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",AGM60AH,no,0.85,sig,,new
3121,"Аккумулятор Leoch DJM 660 (AGM, 60Ah)",4649,КА-00003848,,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",AGM60AH,no,0.85,sig,,new
3123,"Аккумулятор Sonnenschein A512/60 A для ИБП (GEL, 60Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3124,"Аккумулятор Sonnenschein A512/60 G6 для ИБП (GEL, 60Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3125,"Аккумулятор Sonnenschein Dryfit Solar Block SB 12/60 A для ИБП (GEL, 60Ah)",4678,КА-00002805,,Зарядное устройство 24V 60A (для LiFePO4 АКБ) / Китай,60AДЛЯ,no,0.85,sig,,new
3126,"Аккумулятор Sonnenschein Dryfit Solar S 12/60 A для ИБП (GEL, 60Ah)",4678,КА-00002805,,Зарядное устройство 24V 60A (для LiFePO4 АКБ) / Китай,60AДЛЯ,no,0.85,sig,,new
3130,"Аккумулятор Delta DT 1265 (AGM, 65Ah)",,КА-00001920,,Аккумуляторная батарея Delta DT 12-65  (12V 65Ah),DELTADT1265,yes,0.95,sig+brand,КА-00001920,agree
3131,"Аккумулятор Delta DTM 1265 L (AGM, 65Ah)",,КА-00002661,,Аккумуляторная батарея Delta  DTM 1265L,DELTADTM1265L,yes,0.95,sig+brand,КА-00002661,agree
3136,"Аккумулятор Leoch DJM 1265 (AGM, 65Ah)",4649,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",1265AGM,no,0.85,sig,,new
3140,"Аккумулятор Security Force SF 1265 (AGM, 65Ah)",,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",1265AGM,no,0.85,sig,КА-00002559,differ
3141,"Аккумулятор Sonnenschein A412/65 F10 для ИБП (GEL, 65Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
3142,"Аккумулятор Sonnenschein A412/65 G6 для ИБП (GEL, 65Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
3143,"Аккумулятор Sonnenschein A512/65 A для ИБП (GEL, 65Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3144,"Аккумулятор Sonnenschein A512/65 G6 для ИБП (GEL, 65Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3148,"Аккумулятор Восток PRO СК-1265 (AGM, 65Ah)",4702,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",1265AGM,no,0.85,sig,,new
3154,"Аккумулятор Delta CT 1207 (AGM, 7Ah)",,ФР-00000859,,CT 1207 Delta Аккумуляторная батарея,CT1207,yes,0.95,sig+brand,ФР-00000859,agree
3155,"Аккумулятор Delta DT 1207 (AGM, 7Ah)",,ФР-00000031,DT1207,"Аккумуляторная батарея Delta DT1207 12В, 7Ач Страна ввоза: РФ, Страна изготовитель: Вьетнам.",DELTADT1207,yes,0.95,sig+brand,ФР-00000031,agree
3156,"Аккумулятор Delta DTM 607 (AGM, 7Ah)",,ФР-00000414,О2.3.52.29.,Аккумулятор Delta DTM 607 6V 7Ah. Ввоз: РФ произ-во: Вьетнам,DELTADTM607,yes,0.95,sig+brand,КА-00001500,differ
3157,"Аккумулятор Delta HR 12-28W (AGM, 7Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ
3160,"Аккумулятор Leoch DJW 12-7 (AGM, 7Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
3174,"Аккумулятор Delta DTM 1207 (AGM, 7.2Ah)",,КА-00001029,,"Аккумуляторная батарея DTM 1207 Delta, 04M2807 /Китай/",DTM1207,yes,0.6,sig+brand+generic,ФР-00000416,differ
3175,"Аккумулятор Delta HR 12-7.2 (AGM, 7.2Ah)",,КА-00003560,,Аккумуляторная батарея Delta HR 12-7.2 /Китай/,DELTAHR127,yes,0.95,sig+brand,КА-00003560,agree
3176,"Аккумулятор Delta HR 6-7.2 (AGM, 7.2Ah)",4622,КА-00001895,,"Аккумуляторная батарея Delta HR 6-12 6В, 12Ач Страна ввоза: РФ.",DELTAHR6,no,0.85,sig,,new
3177,"Аккумулятор Delta HRL 12-7.2 (AGM, 7.2Ah)",,КА-00001027,,Аккумуляторная батарея Delta HRL 12-7.2 X /Китай/,DELTAHRL127,yes,0.6,sig+brand+generic,КА-00001027,agree
3181,"Аккумулятор Fiamm FG20722 (AGM, 7.2Ah)",,ФР-00001438,,Аккумуляторная батарея FIAMM FG20722 12V/7.2Ah,FIAMMFG20722,yes,0.95,sig+brand,ФР-00001438,agree
3184,"Аккумулятор Leoch DJW 12-7.2 (AGM, 7.2Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
3192,"Аккумулятор Panasonic LC-R127R2PG1 (AGM, 7.2Ah)",,ФР-00001144,,"Аккумуляторная батарея Panasonic LC-R127R2PG1 12В, 7,2Ач",LCR127R2PG1,yes,0.95,sig+brand,ФР-00001144,agree
3194,"Аккумулятор WBR GP 1272 F2 (AGM, 7.2Ah)",,КА-00005829,,GP1272 WBR Свинцово-кислотный аккумулятор,GP1272,yes,0.6,sig+brand+generic,КА-00005829,agree
3196,"Аккумулятор WBR GPL 1272 F2 (AGM, 7.2Ah)",4690,КА-00002880,О4.3.52.73.,"Аккумуляторная батарея Ventura GPL 12-7.2 F2 (12V 7,2Ah), ВЬЕТНАМ",GPL1272,no,0.6,sig+generic,,new
3197,"Аккумулятор Восток СК-1207 (AGM, 7.2Ah)",,ФР-00000537,,СК-1207 Восток аккумуляторная батарея,СК1207,yes,0.95,sig+brand,ФР-00000537,agree
3205,"Аккумулятор Sprinter XP12V2500 (AGM, 69Ah)",,ФР-00002243,,Аккумуляторная батарея SPRINTER XP12V2500 (Португалия),SPRINTERXP12V2500,yes,0.95,sig+brand,ФР-00002243,agree
3213,"Аккумулятор Delta DTM 1275 L (AGM, 75Ah)",,КА-00004022,,Аккумуляторная батарея DTM 1275 L Delta / Китай,DTM1275L,yes,0.95,sig+brand,КА-00004022,agree
3214,"Аккумулятор Delta HRL 12-320W (AGM, 75Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
3215,"Аккумулятор Delta HRL 12-75 (AGM, 75Ah)",,КА-00004758,,"Аккумуляторная батарея Delta HRL 12-75 X, OURTO1R / Вьетнам /",DELTAHRL1275,yes,0.95,sig+brand,КА-00004758,agree
3230,"Аккумулятор Delta CT 1208 (AGM, 8Ah)",,ФР-00001000,,"CT 1208 Delta Аккумуляторная батарея, изг. ГОНКОНГ, страна ввоза Р",CT1208,yes,0.95,sig+brand,ФР-00001000,agree
3232,"Аккумулятор Panasonic UP-VW0645P1 (AGM, 8Ah)",4664,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
3233,"Аккумулятор Panasonic UP-VW1245P1 (AGM, 8Ah)",4664,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
3234,"Аккумулятор Yuasa REW 45-12 (AGM, 8Ah)",4697,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
3237,"Аккумулятор Delta FTS 12-80 (AGM, 80Ah)",,КА-00005119,,Аккумуляторная батарея DELTA FTS 12-180 (12A/180Аh),DELTAFTS12,yes,0.6,sig+brand+generic,КА-00005119,agree
3238,"Аккумулятор Delta HRL 12-370W (AGM, 80Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
3239,"Аккумулятор Delta HRL 12-80 (AGM, 80Ah)",,ФР-00000273,HRL12-80,Аккумуляторныя батарея Delta HRL12-80,DELTAHRL1280,yes,0.95,sig+brand,ФР-00000273,agree
3247,"Аккумулятор CSB HRL12330W (AGM, 85Ah)",,КА-00005686,,Аккумулятор CSB HRL 12330W FR 12V/83Ah /Китай/,CSBHRL12330W,yes,0.95,sig+brand,КА-00005686,agree
3248,"Аккумулятор Sonnenschein A512/85 A для ИБП (GEL, 85Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
3257,"Аккумулятор CSB HR1234W F2 (AGM, 9Ah)",,ФР-00001872,О3.1.52.26.,Аккумуляторная батарея CSB HR 1234W F2 12V/9Ah,CSBHR1234WF2,yes,0.95,sig+brand,КА-00000304,differ
3258,"Аккумулятор CSB HRL1234W F2FR (AGM, 9Ah)",,КА-00002670,П1.2.52.26.,"Аккумулятор CSB HRL1234W F2 FR (12V/9Ah),Вьетнам",CSBHRL1234WF2FR,yes,0.95,sig+brand,КА-00002670,agree
3261,"Аккумулятор Delta DTM 1209 (AGM, 9Ah)",,КА-00002649,,"Аккумуляторная батарея DTM 1209 Delta, 2AUQQZK /Китай/",DTM1209,yes,0.6,sig+brand+generic,ФР-00000182,differ
3262,"Аккумулятор Delta HR 12-34W (AGM, 9Ah)",,КА-00003226,,Аккумуляторная батарея Delta HR12-34W  F2 12V9Ah/Китай,DELTAHR1234W,yes,0.95,sig+brand,КА-00003226,agree
3263,"Аккумулятор Delta HR 12-9 (AGM, 9Ah)",,КА-00003026,,Аккумуляторная батарея Delta HR 12-9  /Китай/,DELTAHR129,yes,0.6,sig+brand+generic,КА-00003026,agree
3264,"Аккумулятор Delta HR 6-9 (AGM, 8.8Ah)",,ФР-00000240,0008\A3,Аккумуляторная батарея Delta HR 6-9,DELTAHR69,yes,0.95,sig+brand,КА-00002119,differ
3265,"Аккумулятор Delta HRL 12-9 (1234W) (AGM, 9Ah)",,КА-00002075,,Аккумуляторная батарея Delta HRL 12-9 /Китай/,DELTAHRL129,yes,0.6,sig+brand+generic,КА-00005768,differ
3266,"Аккумулятор Fiamm 12FGH36 (AGM, 9Ah)",,ФР-00002108,,Батарея FIAMM 12FGH36 12V 9Ah,FIAMM12FGH36,yes,0.95,sig+brand,ФР-00002108,agree
3270,"Аккумулятор MNB HR 1234W F2 (AGM, 9Ah)",4656,КА-00003226,,Аккумуляторная батарея Delta HR12-34W  F2 12V9Ah/Китай,HR1234WF2,no,0.85,sig,,new
3271,"Аккумулятор WBR HR 1234W F2 (AGM, 9Ah)",4690,КА-00003226,,Аккумуляторная батарея Delta HR12-34W  F2 12V9Ah/Китай,HR1234WF2,no,0.85,sig,,new
3272,"Аккумулятор WBR HRL 1234W (AGM, 9Ah)",4690,КА-00002670,П1.2.52.26.,"Аккумулятор CSB HRL1234W F2 FR (12V/9Ah),Вьетнам",HRL1234W,no,0.6,sig+generic,,new
3273,"Аккумулятор Восток PRO СК-1209 (AGM, 9Ah)",,ФР-00000163,СК1209,СК-1209 ВОСТОК Аккумуляторная батарея. Страна ввоза: РФ. Производство: Китай,СК1209,yes,0.95,sig+brand,ФР-00000163,agree
3275,"Аккумулятор Delta HRL 12-420W (AGM, 90Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
3276,"Аккумулятор Delta HRL 12-90 (AGM, 90Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
3279,"Аккумулятор Marathon XL12V85 (AGM, 85Ah)",,КА-00002765,,Аккумуляторная батарея Marathon XL12V85,MARATHONXL12V85,yes,0.95,sig+brand,КА-00002765,agree
3280,"Аккумулятор Marathon XL12V85 V0 (AGM, 85Ah)",,КА-00002765,,Аккумуляторная батарея Marathon XL12V85,MARATHONXL12V85,yes,0.95,sig+brand,КА-00002765,agree
3283,"Аккумулятор Sonnenschein A412/90 A для ИБП (GEL, 90Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
3284,"Аккумулятор Sonnenschein A412/90 F10 для ИБП (GEL, 90Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
3291,"Аккумулятор Sprinter XP12V3000 (AGM, 92Ah)",,КА-00004176,,Аккумуляторная батарея Sprinter XP 12v3000/Португалия,SPRINTERXP12V3000,yes,0.6,sig+brand+generic,КА-00004176,agree
3736,"Аккумулятор Восток PRO СК-1212 (AGM, 12Ah)",,ФР-00000415,,СК-1212  ВОСТОК Аккумуляторная батарея. Страна ввоза: РФ. Производство: Китай,СК1212,yes,0.95,sig+brand,ФР-00000415,agree
4728,Источник бесперебойного питания Hiden Expert UDC9206S-RT,,КА-00005082,,Hiden Expert UDC9206S,EXPERTUDC9206S,no,0.95,sig,КА-00005082,agree
20088,"Аккумулятор APC RBC7 (AGM, 17Ah)",,КА-00003292,,Аккумулятор свинцовый APC RBC7,APCRBC7,yes,0.95,sig+brand,КА-00003292,agree
20090,"Аккумулятор APC RBC43 (AGM, 5Ah)",20089,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
20093,"Аккумулятор APC RBC143 (AGM, 5Ah)",20089,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
20100,"Аккумулятор APC RBC17 (AGM, 9Ah)",,КА-00003832,,Комплект аккумуляторов APC RBC17,APCRBC17,yes,0.95,sig+brand,КА-00003832,agree
20101,"Аккумулятор APC RBC140 (AGM, 5.5Ah)",20089,КА-00003153,,Комплект аккумуляторных батарей APCRBC140 12V 5.5ah /Китай/,APCRBC140,no,0.6,sig+generic,,new
20102,"Аккумулятор APC RBC124 (AGM, 9Ah)",20089,ФР-00001702,,Сменный аккумуляторный картридж APCRBC124,APCRBC124,no,0.85,sig,,new
20103,"Аккумулятор APC RBC123 (AGM, 7Ah)",,КА-00005774,,Аккумулятор APC RBC123 24V 7AH /Китай/,APCRBC123,yes,0.95,sig+brand,КА-00005774,agree
20108,"Аккумулятор Delta DT 4045 (47) (AGM, 4.5Ah)",,ФР-00001468,О1.2.52.29.,"Аккумуляторная батарея Delta DT 4045 (4V4,5Ah) Страна ввоза: РФ, Страна изготовитель: Китай.",DELTADT4045,yes,0.95,sig+brand,КА-00002347,differ
20109,"Аккумулятор Delta DT 12008 (T13) (AGM, 0.8Ah)",,ФР-00000146,DT12008,"Аккумуляторная батарея Delta DT12008 12В, 0,8Ач Страна ввоза: РФ, Страна изготовитель: Вьетнам.",DELTADT12008,yes,0.95,sig+brand,ФР-00000146,agree
20110,"Аккумулятор Delta DT 12008 (T9) (AGM, 0.8Ah)",,ФР-00000146,DT12008,"Аккумуляторная батарея Delta DT12008 12В, 0,8Ач Страна ввоза: РФ, Страна изготовитель: Вьетнам.",DELTADT12008,yes,0.95,sig+brand,ФР-00000146,agree
20111,"Аккумулятор Delta DTM 1233 I (AGM, 33Ah)",,КА-00002593,,Аккумуляторная батарея Delta DTM 1233 L,DELTADTM1233,yes,0.95,sig+brand,КА-00001918,differ
20112,"Аккумулятор Delta DTM 1240 I (AGM, 40Ah)",,КА-00002238,,"Аккумуляторная батарея DTM 1240 L Delta, /Вьетнам/",DTM1240,yes,0.6,sig+brand+generic,КА-00002238,agree
20113,"Аккумулятор Delta DTM 1255 I (AGM, 55Ah)",,КА-00002130,,Аккумуляторная батарея Delta DTM 1255 L,DELTADTM1255,yes,0.95,sig+brand,КА-00002130,agree
20114,"Аккумулятор Delta DTM 1265 I (AGM, 65Ah)",,КА-00003969,,Аккумуляторная батарея Delta DTM 12-65 L(12V 65Ah),DELTADTM1265,yes,0.95,sig+brand,КА-00002704,differ
20115,"Аккумулятор Delta DTM 1275 I (AGM, 75Ah)",,КА-00004022,,Аккумуляторная батарея DTM 1275 L Delta / Китай,DTM1275,yes,0.95,sig+brand,КА-00004022,agree
20116,"Аккумулятор Delta DTM 12100 I (AGM, 100Ah)",,КА-00002549,,"Аккумуляторная батарея Delta DTM 12100 L, страна происхождения товара Вьетнам, страна ввоза Россия",DELTADTM12100,yes,0.95,sig+brand,КА-00002549,agree
20117,"Аккумулятор DTM 12120 I (AGM, 120Ah)",,КА-00000260,,"DTM 12120 L Delta Аккумуляторная батарея, страна происхождения товара Вьетнам, страна ввоза Россия",DTM12120,yes,0.6,sig+brand+generic,КА-00000260,agree
20118,"Аккумулятор Delta DTM 12150 I (AGM, 150Ah)",,КА-00004518,,Аккумулятор DTM 12150 L Delta (12V / 150Ah) / Вьетнам,DTM12150,yes,0.95,sig+brand,КА-00004518,agree
20119,"Аккумулятор Delta DTM 12200 I (AGM, 200Ah)",,КА-00001964,,"Аккумуляторная батарея Delta DTM 12200 L (12V,200A)/ Китай",DELTADTM12200,yes,0.95,sig+brand,КА-00001964,agree
20121,"Аккумулятор Delta HR 6-15 (AGM, 15Ah)",,КА-00001895,,"Аккумуляторная батарея Delta HR 6-12 6В, 12Ач Страна ввоза: РФ.",DELTAHR6,yes,0.95,sig+brand,,new
