Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение,exclusion_reasons,selection_rule_version
3018,"Аккумулятор MNB MS 4.5-12 F1 (AGM, 4.5Ah)",4656,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3019,"Аккумулятор MNB MS 4.5-6 F1 (AGM, 4.5Ah)",4656,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3020,"Аккумулятор Optimus OP 12045 (AGM, 4.5Ah)",4663,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3021,"Аккумулятор Panasonic LC-R124R5PD (AGM, 4.5Ah)",4664,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3022,"Аккумулятор Security Force SF 12045 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003688,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3023,"Аккумулятор Security Force SF 6045 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00000326,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3024,"Аккумулятор WBR GP 1245 (AGM, 4.5Ah)",4690,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",1245AGM45AH,no,0.95,sig,КА-00003890,agree,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3025,"Аккумулятор WBR GP 645 (AGM, 4.5Ah)",4690,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3027,"Аккумулятор CSB GP12400 (AGM, 40Ah)",,КА-00004141,,"Аккумуляторная батарея CSB GP 12400 12V/40Ah, Вьетнам/Китай",CSBGP12400,yes,0.95,sig+brand,КА-00004141,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3030,"Аккумулятор Delta DTM 1240 L (AGM, 40Ah)",,КА-00002238,,"Аккумуляторная батарея DTM 1240 L Delta, /Вьетнам/",DTM1240L,yes,0.6,sig+brand+generic,КА-00002238,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3036,"Аккумулятор Optimus OP 1240 (AGM, 40Ah)",4663,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3037,"Аккумулятор Security Force SF 1240 (AGM, 40Ah)",,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,КА-00002371,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3038,"Аккумулятор Sonnenschein A512/40 A для ИБП (GEL, 40Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3039,"Аккумулятор Sonnenschein A512/40 G6 для ИБП (GEL, 40Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3041,"Аккумулятор WBR GP 12400 (AGM, 40Ah)",,КА-00004141,,"Аккумуляторная батарея CSB GP 12400 12V/40Ah, Вьетнам/Китай",GP12400,no,0.85,sig,КА-00004141,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3043,"Аккумулятор Восток PRO СК-1240 (AGM, 40Ah)",4702,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3054,"Аккумулятор Delta HRL 12-45 (AGM, 45Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3055,"Аккумулятор Leoch DJM 1245 (AGM, 45Ah)",4649,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",1245AGM45AH,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3056,"Аккумулятор MNB MM 45-12 (AGM, 45Ah)",4656,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3059,"Аккумулятор Delta CT 1205 (AGM, 5Ah)",4622,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3060,"Аккумулятор Delta DTM 1205 (AGM, 5Ah)",,КА-00002535,,"Аккумуляторная батарея DTM 1205 Delta, 38U522P /Вьетнам/",DTM1205,yes,0.6,sig+brand+generic,КА-00002535,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
3062,"Аккумулятор Delta HR 12-5 (AGM, 5Ah)",,КА-00006962,,Аккумуляторная батарея Delta HR 12-5.8 /Китай/,DELTAHR125,yes,0.95,sig+brand,КА-00002103,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3065,"Аккумулятор Fiamm 12FGHL22 (AGM, 5Ah)",4634,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3067,"Аккумулятор General Security GS 5-12 F2 (AGM, 5Ah)",4637,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3068,"Аккумулятор General Security GSL 5-12 F2 (AGM, 5Ah)",4637,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3069,"Аккумулятор MNB HR 1221W F2 (AGM, 5Ah)",4656,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3070,"Аккумулятор WBR HR 1221W F2 (AGM, 50Ah)",4690,КА-00002074,,Аккумулятор CSB HR 1221W F2 (12V/5Ah),HR1221WF2,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3071,"Аккумулятор Yuasa NPH 5-12 (AGM, 5Ah)",4697,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3072,"Аккумулятор Восток PRO СК-1205 (AGM, 5Ah)",4702,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3073,"Аккумулятор WBR HR 1224W (AGM, 6Ah)",,КА-00003347,,Аккумуляторная батарея HR-1224W F2 Slim 12V/6Ah,HR1224W,no,0.6,sig+generic,КА-00003347,agree,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3074,"Аккумулятор Leoch DJW 12-5.4 F1 (AGM, 5.4Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3077,"Аккумулятор Delta HR 12-5.8 (AGM, 5.8Ah)",,КА-00006962,,Аккумуляторная батарея Delta HR 12-5.8 /Китай/,DELTAHR125,yes,0.95,sig+brand,КА-00002480,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3078,"Аккумулятор Delta FTS 12-50 (AGM, 50Ah)",,КА-00006758,,Аккумуляторная батарея Delta FTS 12-50 X /Китай/,DELTAFTS1250,yes,0.95,sig+brand,КА-00006758,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3081,"Аккумулятор Sonnenschein A412/50 A для ИБП (GEL, 50Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA41250,yes,0.95,sig+brand,КА-00002667,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3082,"Аккумулятор Sonnenschein A412/50 F10 для ИБП (GEL, 50Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA41250,yes,0.95,sig+brand,КА-00002667,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3084,"Аккумулятор Sonnenschein A412/50 G6 для ИБП (GEL, 50Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA41250,yes,0.95,sig+brand,КА-00002667,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3090,"Аккумулятор Delta DTM 1255 L (AGM, 55Ah)",,КА-00002130,,Аккумуляторная батарея Delta DTM 1255 L,DELTADTM1255L,yes,0.95,sig+brand,КА-00002130,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3091,"Аккумулятор Delta HRL 12-260W (AGM, 55Ah)",,КА-00005338,,Аккумуляторная батарея HRL 12-260W (VENTURA) /Вьетнам/,HRL12260W,yes,0.95,sig+brand,КА-00000259,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3092,"Аккумулятор Delta HRL 12-55 (AGM, 55Ah)",,КА-00005563,,Аккумулятор Delta HRL 12-55 X(12V 55A)/ Китай,DELTAHRL1255,yes,0.95,sig+brand,КА-00005563,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3100,"Аккумулятор Sonnenschein A512/55 A для ИБП (GEL, 55Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3105,"Аккумулятор Marathon M12V60FT (AGM, 59Ah)",4652,КА-00003893,,Аккумуляторная батарея MARATHON M 12V 60 FT/Германия,M12V60FT,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3106,"Аккумулятор Marathon M12V60FT V0 (AGM, 60Ah)",4652,КА-00003893,,Аккумуляторная батарея MARATHON M 12V 60 FT/Германия,M12V60FT,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3110,"Аккумулятор Delta HR 12-24W (AGM, 6Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3112,"Аккумулятор CSB HR1224W F2F1 (AGM, 6.2Ah)",,КА-00003347,,Аккумуляторная батарея HR-1224W F2 Slim 12V/6Ah,HR1224W,no,0.6,sig+generic,КА-00003347,agree,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3118,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",,КА-00003848,,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",FIAMM12FIT60AGM,yes,0.95,sig+brand,КА-00003848,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3120,"Аккумулятор Leoch DJM 1260 (AGM, 60Ah)",4649,КА-00003848,,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",AGM60AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3121,"Аккумулятор Leoch DJM 660 (AGM, 60Ah)",4649,КА-00003848,,"Аккумулятор Fiamm 12FIT60 (AGM, 60Ah)",AGM60AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3123,"Аккумулятор Sonnenschein A512/60 A для ИБП (GEL, 60Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3124,"Аккумулятор Sonnenschein A512/60 G6 для ИБП (GEL, 60Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3125,"Аккумулятор Sonnenschein Dryfit Solar Block SB 12/60 A для ИБП (GEL, 60Ah)",4678,КА-00002805,,Зарядное устройство 24V 60A (для LiFePO4 АКБ) / Китай,60AДЛЯ,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3126,"Аккумулятор Sonnenschein Dryfit Solar S 12/60 A для ИБП (GEL, 60Ah)",4678,КА-00002805,,Зарядное устройство 24V 60A (для LiFePO4 АКБ) / Китай,60AДЛЯ,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3136,"Аккумулятор Leoch DJM 1265 (AGM, 65Ah)",4649,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",1265AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3140,"Аккумулятор Security Force SF 1265 (AGM, 65Ah)",,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",1265AGM,no,0.85,sig,КА-00002559,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3141,"Аккумулятор Sonnenschein A412/65 F10 для ИБП (GEL, 65Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3142,"Аккумулятор Sonnenschein A412/65 G6 для ИБП (GEL, 65Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3143,"Аккумулятор Sonnenschein A512/65 A для ИБП (GEL, 65Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3144,"Аккумулятор Sonnenschein A512/65 G6 для ИБП (GEL, 65Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3148,"Аккумулятор Восток PRO СК-1265 (AGM, 65Ah)",4702,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",1265AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3154,"Аккумулятор Delta CT 1207 (AGM, 7Ah)",,ФР-00000859,,CT 1207 Delta Аккумуляторная батарея,CT1207,yes,0.95,sig+brand,ФР-00000859,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3157,"Аккумулятор Delta HR 12-28W (AGM, 7Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3160,"Аккумулятор Leoch DJW 12-7 (AGM, 7Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3174,"Аккумулятор Delta DTM 1207 (AGM, 7.2Ah)",,КА-00001029,,"Аккумуляторная батарея DTM 1207 Delta, 04M2807 /Китай/",DTM1207,yes,0.6,sig+brand+generic,ФР-00000416,differ,confidence_not_0_95;generic_match_method,rb-1c-review-v1
3176,"Аккумулятор Delta HR 6-7.2 (AGM, 7.2Ah)",4622,КА-00001895,,"Аккумуляторная батарея Delta HR 6-12 6В, 12Ач Страна ввоза: РФ.",DELTAHR6,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3177,"Аккумулятор Delta HRL 12-7.2 (AGM, 7.2Ah)",,КА-00001027,,Аккумуляторная батарея Delta HRL 12-7.2 X /Китай/,DELTAHRL127,yes,0.6,sig+brand+generic,КА-00001027,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3184,"Аккумулятор Leoch DJW 12-7.2 (AGM, 7.2Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3194,"Аккумулятор WBR GP 1272 F2 (AGM, 7.2Ah)",,КА-00005829,,GP1272 WBR Свинцово-кислотный аккумулятор,GP1272,yes,0.6,sig+brand+generic,КА-00005829,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
3196,"Аккумулятор WBR GPL 1272 F2 (AGM, 7.2Ah)",4690,КА-00002880,О4.3.52.73.,"Аккумуляторная батарея Ventura GPL 12-7.2 F2 (12V 7,2Ah), ВЬЕТНАМ",GPL1272,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method,rb-1c-review-v1
3213,"Аккумулятор Delta DTM 1275 L (AGM, 75Ah)",,КА-00004022,,Аккумуляторная батарея DTM 1275 L Delta / Китай,DTM1275L,yes,0.95,sig+brand,КА-00004022,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3214,"Аккумулятор Delta HRL 12-320W (AGM, 75Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3215,"Аккумулятор Delta HRL 12-75 (AGM, 75Ah)",,КА-00004758,,"Аккумуляторная батарея Delta HRL 12-75 X, OURTO1R / Вьетнам /",DELTAHRL1275,yes,0.95,sig+brand,КА-00004758,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3232,"Аккумулятор Panasonic UP-VW0645P1 (AGM, 8Ah)",4664,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3233,"Аккумулятор Panasonic UP-VW1245P1 (AGM, 8Ah)",4664,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3234,"Аккумулятор Yuasa REW 45-12 (AGM, 8Ah)",4697,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3237,"Аккумулятор Delta FTS 12-80 (AGM, 80Ah)",,КА-00005119,,Аккумуляторная батарея DELTA FTS 12-180 (12A/180Аh),DELTAFTS12,yes,0.6,sig+brand+generic,КА-00005119,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3238,"Аккумулятор Delta HRL 12-370W (AGM, 80Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3239,"Аккумулятор Delta HRL 12-80 (AGM, 80Ah)",,ФР-00000273,HRL12-80,Аккумуляторныя батарея Delta HRL12-80,DELTAHRL1280,yes,0.95,sig+brand,ФР-00000273,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3248,"Аккумулятор Sonnenschein A512/85 A для ИБП (GEL, 85Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3258,"Аккумулятор CSB HRL1234W F2FR (AGM, 9Ah)",,КА-00002670,П1.2.52.26.,"Аккумулятор CSB HRL1234W F2 FR (12V/9Ah),Вьетнам",CSBHRL1234WF2FR,yes,0.95,sig+brand,КА-00002670,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
